iter	Logloss
0	0.6064410993
1	0.5354147426
2	0.4726547154
3	0.4193663203
4	0.3808818774
5	0.352365554
6	0.3265371765
7	0.2999293075
8	0.2812784402
9	0.267701046
10	0.2498861899
11	0.2353910167
12	0.2229052306
13	0.2115428227
14	0.2033059489
15	0.1963868189
16	0.189827777
17	0.184391728
18	0.1802235135
19	0.1766492411
20	0.1730266211
21	0.1701881367
22	0.1679556757
23	0.1651817481
24	0.1630237506
25	0.1610921995
26	0.1587931832
27	0.1568450649
28	0.1550238108
29	0.1533982247
30	0.1517891963
31	0.1506806289
32	0.14947093
33	0.1480855638
34	0.1468720298
35	0.1458466995
36	0.1441266542
37	0.1431885218
38	0.1425471767
39	0.1408355962
40	0.1399201169
41	0.1389157056
42	0.1383987341
43	0.137521994
44	0.1366656309
45	0.1359921698
46	0.1354340617
47	0.134491516
48	0.1333451832
49	0.1326278776
50	0.1325639069
51	0.131666566
52	0.1309142187
53	0.130123159
54	0.1294373509
55	0.128286219
56	0.1274354018
57	0.1270121853
58	0.1262748785
59	0.1254685514
60	0.1246107305
61	0.1239200067
62	0.1227445543
63	0.121855938
64	0.1208203793
65	0.1200715947
66	0.1193976038
67	0.1184283159
68	0.117951847
69	0.1171505335
70	0.1165082116
71	0.1155715069
72	0.1146146637
73	0.1140827844
74	0.1138348468
75	0.1130004443
76	0.1122921294
77	0.1116863718
78	0.111081302
79	0.1105152301
80	0.1097702067
81	0.1089090228
82	0.1085446716
83	0.1079375436
84	0.1074852786
85	0.1067599924
86	0.1063474875
87	0.1056983542
88	0.1052559245
89	0.1045599619
90	0.1040309206
91	0.1034346769
92	0.1031956799
93	0.102315272
94	0.1020311412
95	0.1016270519
96	0.1011866888
97	0.1007017629
98	0.09978502486
99	0.09929193303
100	0.09867420435
101	0.09803274302
102	0.09738210133
103	0.09693749921
104	0.09612615704
105	0.09569357406
106	0.09483887017
107	0.09439731056
108	0.09396876913
109	0.09365269022
110	0.09327731385
111	0.09253364207
112	0.09168083261
113	0.09096512656
114	0.09024417267
115	0.0897255407
116	0.0894486212
117	0.08899524512
118	0.0886344591
119	0.08830019379
120	0.08803758296
121	0.0877462734
122	0.08748320295
123	0.08700083644
124	0.08663782453
125	0.08645073442
126	0.08614034678
127	0.0856322467
128	0.08510407236
129	0.08455303881
130	0.0841788459
131	0.08389966868
132	0.08364915607
133	0.08332942398
134	0.0828708312
135	0.08271723698
136	0.08255960583
137	0.08240278445
138	0.08232528348
139	0.08198130962
140	0.08169137265
141	0.08150227205
142	0.08136258448
143	0.0809623442
144	0.08074021957
145	0.08043001282
146	0.07989576462
147	0.07964691406
148	0.07929986936
149	0.07912711884
150	0.07904607563
151	0.07847395278
152	0.07810481929
153	0.07791286889
154	0.07726588235
155	0.07690863744
156	0.07650003533
157	0.07617608143
158	0.07580375981
159	0.07549104871
160	0.07531789736
161	0.07525661126
162	0.07465490276
163	0.0743992795
164	0.07407555878
165	0.07377565569
166	0.07345601987
167	0.07326595799
168	0.0730515071
169	0.07272255944
170	0.0720868814
171	0.07183307425
172	0.07156178114
173	0.07143873342
174	0.07124915637
175	0.07109209551
176	0.07095225889
177	0.07074808937
178	0.07049775926
179	0.07033049114
180	0.06977371813
181	0.06958472052
182	0.06932702863
183	0.06903100977
184	0.0688157058
185	0.06841909318
186	0.06817241246
187	0.06807707496
188	0.06797201794
189	0.06769822009
190	0.06749322587
191	0.06703095282
192	0.06697133606
193	0.06662627558
194	0.0663206902
195	0.06613344969
196	0.06599478009
197	0.06573310998
198	0.06532234904
199	0.06485732999
200	0.06474285792
201	0.0644347694
202	0.06438341788
203	0.0642218663
204	0.06407247737
205	0.06384561756
206	0.0636393684
207	0.06339611454
208	0.06310301968
209	0.06297454063
210	0.06280149581
211	0.06272429844
212	0.06246708082
213	0.06219844694
214	0.06207385865
215	0.06198752091
216	0.06178235443
217	0.06164499483
218	0.06148224794
219	0.06110609009
220	0.06074488873
221	0.06053738324
222	0.06041574082
223	0.06027903707
224	0.05996090583
225	0.05986073724
226	0.05975380366
227	0.05961061646
228	0.05929758129
229	0.0591633306
230	0.05882512185
231	0.05879387228
232	0.05865087154
233	0.05842765416
234	0.05816317054
235	0.05807338004
236	0.05801044948
237	0.0576315682
238	0.05747980335
239	0.05725666585
240	0.05715617405
241	0.05708180733
242	0.05704648065
243	0.05701334728
244	0.05674762564
245	0.0564797788
246	0.05620307885
247	0.05590956666
248	0.05568359131
249	0.05544690227
250	0.05542302873
251	0.05520647507
252	0.05519174287
253	0.0548381587
254	0.05457222531
255	0.05436139217
256	0.05404590089
257	0.05352028271
258	0.05320561156
259	0.05317840432
260	0.05288882029
261	0.05266507386
262	0.05264372126
263	0.052616648
264	0.05248536167
265	0.05224915919
266	0.05210887289
267	0.05192969428
268	0.05175370569
269	0.05155457359
270	0.05141987085
271	0.0511503114
272	0.05091288349
273	0.05075318801
274	0.05028324548
275	0.05004206438
276	0.04994012953
277	0.04987238961
278	0.04944537591
279	0.04927739984
280	0.04913541196
281	0.04911599386
282	0.04897990677
283	0.04881233179
284	0.04867933795
285	0.04866138901
286	0.04851003204
287	0.04832759568
288	0.04830862753
289	0.04819424032
290	0.04802743203
291	0.04798452124
292	0.04796915622
293	0.04769654267
294	0.04741670058
295	0.04723578117
296	0.04697693074
297	0.04675540863
298	0.04663386213
299	0.04661945654
300	0.04634941562
301	0.04605519
302	0.04583049124
303	0.04559471622
304	0.04528352118
305	0.04517240454
306	0.04488900101
307	0.04472400198
308	0.04448957911
309	0.04431861496
310	0.04415338498
311	0.04405117767
312	0.04380492875
313	0.04373669629
314	0.04342679849
315	0.0432823813
316	0.04314030685
317	0.04299384262
318	0.04288676112
319	0.04275741235
320	0.04250753879
321	0.04232598429
322	0.04211749623
323	0.04191778061
324	0.04183066732
325	0.04170122343
326	0.04167372417
327	0.04150626728
328	0.04135231548
329	0.04114387245
330	0.04101973922
331	0.04079708886
332	0.04070429511
333	0.04053208668
334	0.04041032099
335	0.04032643851
336	0.0402079822
337	0.03998419515
338	0.03981714557
339	0.0397336527
340	0.03962239766
341	0.03954520828
342	0.03930407389
343	0.03896764155
344	0.03894782444
345	0.03878815791
346	0.03867940194
347	0.03857012524
348	0.03850310521
349	0.03839972694
350	0.0382911272
351	0.03811492488
352	0.03809630428
353	0.03784325932
354	0.0376927805
355	0.03761845915
356	0.03753683009
357	0.03740424541
358	0.03738679057
359	0.03722652758
360	0.03705328811
361	0.03695614707
362	0.03682023644
363	0.03679904249
364	0.03665195653
365	0.03658726276
366	0.03647812886
367	0.03636817203
368	0.0361813202
369	0.03616133852
370	0.03605987387
371	0.03592624529
372	0.03583779354
373	0.03575949098
374	0.03552123597
375	0.03541788418
376	0.03530024632
377	0.03523186648
378	0.0349572773
379	0.03482528462
380	0.03461050923
381	0.03446195319
382	0.0343232793
383	0.03423133496
384	0.03410785862
385	0.0339935097
386	0.03389622917
387	0.0337315764
388	0.03352451579
389	0.03343988986
390	0.03332425235
391	0.03312130479
392	0.03292746799
393	0.032843475
394	0.03273677891
395	0.03252820739
396	0.03244441467
397	0.03230841843
398	0.03220247257
399	0.03212776531
400	0.03195944127
401	0.03191859748
402	0.03176329548
403	0.03167709657
404	0.03164257894
405	0.03162682066
406	0.03161226792
407	0.03156877758
408	0.03149070163
409	0.03135253419
410	0.0312949788
411	0.03116448692
412	0.03110066249
413	0.03100174702
414	0.03094397789
415	0.03091418162
416	0.03081655053
417	0.03075957749
418	0.03066036087
419	0.03064292688
420	0.03050653846
421	0.03047869855
422	0.03042662346
423	0.03041843842
424	0.03035853318
425	0.03025041881
426	0.03017586311
427	0.03009078215
428	0.03005849687
429	0.02999150871
430	0.02989228335
431	0.02976430921
432	0.02969423882
433	0.02949803424
434	0.02948227681
435	0.02937429009
436	0.02935958966
437	0.02929438918
438	0.02918456789
439	0.02912296441
440	0.02898255188
441	0.02897051384
442	0.02881870056
443	0.02874168876
444	0.02871499764
445	0.02863067067
446	0.02856685561
447	0.02851986645
448	0.02843139136
449	0.02832574239
450	0.02826491958
451	0.02820987553
452	0.02816884488
453	0.02809927164
454	0.02801945866
455	0.02796836703
456	0.02785659858
457	0.02775840919
458	0.02764718784
459	0.02761807039
460	0.02750624385
461	0.02745681235
462	0.02739710399
463	0.02729221144
464	0.02709185087
465	0.02701064066
466	0.02692064127
467	0.02679018865
468	0.02676155426
469	0.02667612495
470	0.02656667519
471	0.02641246937
472	0.02632910817
473	0.02630555537
474	0.02624368948
475	0.02614985406
476	0.02610415556
477	0.02607527742
478	0.02603285773
479	0.02598140216
480	0.02595106885
481	0.02588775603
482	0.02581970277
483	0.02574356604
484	0.0257045773
485	0.02569203358
486	0.02567091088
487	0.02564600929
488	0.0255609418
489	0.02554917082
490	0.02545171429
491	0.02542818871
492	0.02532333406
493	0.02531491025
494	0.02528836195
495	0.02520006158
496	0.02516671398
497	0.02511914694
498	0.02497442897
499	0.02488276722
500	0.02480092899
501	0.02468522975
502	0.02454582244
503	0.02451110912
504	0.02449280381
505	0.02445040807
506	0.02435796572
507	0.02427046515
508	0.0242612546
509	0.02419795333
510	0.0241464388
511	0.02414198557
512	0.02408901013
513	0.02408180289
514	0.02405654817
515	0.02400689764
516	0.02396893317
517	0.02389798647
518	0.02383105573
519	0.02379917699
520	0.02368574411
521	0.02360027356
522	0.02355765393
523	0.02347029228
524	0.02341245031
525	0.02337493448
526	0.02333361828
527	0.02329117323
528	0.02324095732
529	0.02321267171
530	0.02318505519
531	0.02311065082
532	0.02304761107
533	0.02295810853
534	0.02289448766
535	0.02281967588
536	0.02276464158
537	0.02269147506
538	0.0226389483
539	0.02257324136
540	0.02247780739
541	0.02243555807
542	0.02230933385
543	0.02227135909
544	0.02222923731
545	0.02219446055
546	0.02215857128
547	0.0221013361
548	0.02205036781
549	0.02199079929
550	0.02198274157
551	0.02197657319
552	0.02194271523
553	0.0219385784
554	0.02186238694
555	0.02182300065
556	0.02179672254
557	0.02174863139
558	0.02166276366
559	0.02161759373
560	0.02157931868
561	0.02156448906
562	0.02152901617
563	0.02146510168
564	0.02141213997
565	0.02133633965
566	0.02130210562
567	0.02118958172
568	0.02115714983
569	0.02114625256
570	0.02108717381
571	0.02097616756
572	0.02095867354
573	0.02095160448
574	0.02091006925
575	0.02085812008
576	0.02076351795
577	0.02068656337
578	0.02063339482
579	0.02062977968
580	0.02059116671
581	0.02055765078
582	0.02053539149
583	0.02051902222
584	0.02047255197
585	0.02042918199
586	0.02040799712
587	0.0203862856
588	0.02034835322
589	0.02030440296
590	0.02026545757
591	0.02024490724
592	0.0201984061
593	0.0201136393
594	0.02001270616
595	0.01996432804
596	0.01990268795
597	0.01988124686
598	0.01978717665
599	0.0197458005
600	0.01970317939
601	0.01962208338
602	0.01952239506
603	0.01944905573
604	0.01940518339
605	0.01938811516
606	0.01934913493
607	0.01926003367
608	0.01924446639
609	0.01919865699
610	0.01915749979
611	0.01906998399
612	0.01901687011
613	0.01897421159
614	0.01889613975
615	0.01880778229
616	0.01874728273
617	0.01871715926
618	0.01867684421
619	0.01862391456
620	0.01861753635
621	0.01858252094
622	0.01857649178
623	0.01852072571
624	0.01846666235
625	0.01843919353
626	0.01838558508
627	0.01835021235
628	0.01831611925
629	0.01827758001
630	0.01822162709
631	0.01818947524
632	0.01815814625
633	0.01807861814
634	0.01804293755
635	0.0180367686
636	0.01800509883
637	0.01799928609
638	0.01793118038
639	0.01790455512
640	0.01786127475
641	0.0178414002
642	0.0177538969
643	0.01774184694
644	0.01770515852
645	0.01766507002
646	0.0176294684
647	0.01760029044
648	0.01758904763
649	0.01755573806
650	0.01748015427
651	0.01746688288
652	0.01740597391
653	0.01731536794
654	0.01727597494
655	0.01725781778
656	0.0172403854
657	0.01719125053
658	0.01715883101
659	0.01714471858
660	0.01711513182
661	0.01707917835
662	0.01703481627
663	0.01700997096
664	0.01699506499
665	0.01694758158
666	0.01690902503
667	0.01686000441
668	0.01678626384
669	0.01674492962
670	0.01673515146
671	0.0167256543
672	0.0167150954
673	0.01666845456
674	0.01663072631
675	0.0165961285
676	0.0165686946
677	0.01653424602
678	0.01653120714
679	0.01652108693
680	0.01649961778
681	0.01648999967
682	0.01644068689
683	0.01641041668
